,id
5935,17644
5938,8677
5943,7876
5944,27739
5945,21879
5949,24438
5964,23129
5976,20196
5981,30597
5983,21389
5987,22595
6004,5033
6016,12205
6019,17013
6023,16084
6024,16408
6025,17921
6026,33117
6036,15213
6058,12997
6060,6242
6070,15430
6074,13677
6114,3496
6116,24412
6134,34563
6137,29856
6148,True
6269,34205
6301,31835
6302,17479
6303,13034
6304,31353
6306,16085
6308,346
6310,8682
6311,17662
6313,8709
6315,31114
6316,17870
6319,8515
6342,27760
6347,34566
6348,17478
6350,5812
6351,30606
6353,15203
6354,32326
6355,22331
6356,35072
6357,12301
6360,24318
6367,12967
6369,31528
6370,30890
6372,19032
6384,4465
6386,8602
6387,18582
6388,31480
6389,17098
6391,21364
6392,32477
6403,8675
6404,34380
6406,20364
6407,36174
6408,18759
6410,31602
6418,8673
6423,33610
6426,12528
6427,11919
6444,17030
6445,26975
6447,19062
6458,31519
6466,8614
6468,19241
6471,18196
6474,17903
6476,18679
6477,30731
6479,8878
6481,4513
6490,21900
6509,18745
6510,17354
6527,30140
6589,25312
6596,35351
6602,33865
6604,33572
6610,32709
6672,8693
6674,29924
6676,19249
6736,21178
6748,20321
6755,18278
6756,18424
6759,13170
6760,20603
6765,18713
6766,25240
6768,17285
6784,31951
6785,18609
6803,8001
6868,32621
6869,32370
6871,17789
6872,18821
6874,32856
6875,30582
6876,20423
6879,1638
6880,20786
6882,14811
6885,7737
6887,15937
6888,25904
6890,27072
6891,8510
6893,4199
6894,21537
6895,16668
6897,7210
6899,32633
6901,14857
6902,17695
6904,135
6907,22788
6911,16966
6915,20411
6916,12438
6917,7301
6918,15529
6921,19254
6925,36219
6932,8547
6949,17898
6955,29757
6972,33563
6975,18816
6983,21590
6985,16708
6987,28272
6992,12925
6993,12914
6995,8897
6999,4541
7013,35026
7016,36217
7074,20516
7088,26103
7172,27306
7173,26232
7174,25535
7175,33202
7177,12725
7178,5005
7179,21762
7180,31119
7181,12185
7182,5797
7184,8826
7185,31892
7186,20864
7189,18039
7190,34693
7191,6500
7193,18314
7194,18426
7195,30234
7197,17234
7215,16996
7216,16363
7217,26155
7220,14766
7225,11825
7227,33394
7238,5603
7249,26980
7254,32238
7264,15309
7274,27517
7276,34042
7280,33096
7281,26113
7282,32468
7300,32069
7301,31636
7302,32808
7315,14503
7320,21839
7324,32708
7326,20366
7343,28930
7347,26896
7349,13964
7350,5808
7352,14353
7353,23715
7354,23850
7355,6936
7358,13303
7361,13691
7364,11641
7376,16913
7475,19476
7476,17276
7477,12758
7478,4596
7479,32392
7481,33183
7482,20759
7484,11863
7485,6502
7486,22037
7487,23905
7488,25162
7490,20881
7494,5904
7501,17493
7508,28695
7564,7555
7567,26483
7568,26137
7569,15133
7572,34420
7575,6451
7577,23851
7579,32239
7581,18940
7585,28921
7586,8071
7587,22369
7591,12886
7592,22614
7593,12871
7600,7636
7601,23154
7602,5284
7607,8652
7608,28982
7612,28817
7615,8628
7624,32411
7625,28448
7628,26727
7630,23167
7631,13462
7634,14042
7635,27443
7636,8450
7638,8448
7640,14364
7642,20787
7644,22607
7646,13656
7647,4788
7649,27786
7650,34478
7652,28775
7653,8839
7655,30752
7657,25021
7662,11770
7666,27434
7667,15017
7669,6924
7670,6114
7672,3227
7674,25996
7675,32300
7676,12946
7677,7658
7687,15039
7701,8411
7702,35123
7704,25876
7705,12612
7706,11673
7708,19441
7709,26075
7710,18903
7711,11947
7714,6077
7717,10292
7735,26551
7736,3309
7737,17380
7741,27085
7745,32562
7746,33400
7747,15011
7750,20139
7752,29571
7753,28536
7759,11748
7762,20643
7765,8642
7773,16716
7776,27371
7779,7630
7780,22555
7783,32626
7786,28544
7788,19565
7791,11765
7796,32340
7799,19325
7830,12417
7832,19275
7833,15849
7835,15886
7843,5636
7851,31813
7859,13322
7862,15473
7863,30216
7867,16004
7872,5589
7873,15949
7874,13463
7875,15490
7880,3593
7885,23123
7886,13814
7887,22622
7889,25529
7891,35781
7892,11851
7894,11839
7896,28341
7897,19058
7899,6983
7901,17005
7903,32742
