postcode,1,2,3,4,5,6,7,8,9
3072,397.5025,569.2222222222222,1416.0790476190475,511.06157894736845,486.5458823529412,520.7116000000001,513.4913333333333,3728.0877142857144,503.3333333333333
3073,463.57142857142856,436.2213043478261,419.47357142857146,432.71583333333336,438.1431578947368,451.4666666666667,482.58,399.5,562.5
3074,470.0,435.0,400.0,378.03999999999996,410.0,390.0,380.0,436.25,
3075,369.868,382.85125,334.02,500.0,420.0,411.25,513.3333333333334,437.5,
3076,8423.015,408.095,433.0769230769231,429.1666666666667,409.1666666666667,445.8333333333333,418.0,423.46153846153845,401.6666666666667
3078,785.0,549.5,453.46153846153845,421.6666666666667,510.0,516.955,510.8333333333333,521.0,540.0
3079,436.6666666666667,448.125,625.0,475.0,492.5,590.0,538.3333333333334,407.5,
3081,450.7142857142857,446.42857142857144,474.1666666666667,372.5,426.6666666666667,570.0,636.3642857142858,482.85714285714283,496.8
3082,,388.3333333333333,494.455,485.0,433.69,413.3333333333333,370.0,432.5,470.0
3083,380.0,387.5,390.3385714285714,448.80333333333334,426.44888888888886,402.0,1976.6666666666667,388.75,416.6666666666667
3084,435.0,459.9642857142857,471.69,375.0,375.0,435.0,464.1666666666667,455.7142857142857,516.25
3085,500.0,390.0,,,,655.0,800.0,550.0,
3087,436.6666666666667,430.0,430.0,400.0,,480.0,,395.0,
3088,601.25,480.0,610.0,590.0,445.0,498.75,497.0,570.0,315.0
3089,500.0,640.0,600.0,680.0,490.0,,,550.0,
3093,380.0,,440.0,,,,560.0,540.0,
3094,655.0,533.75,525.0,,,400.0,,,
3095,450.0,702.5,540.0,480.0,502.5,425.0,573.3333333333334,620.0,
3101,568.75,833.8461538461538,660.5555555555555,645.8333333333334,684.1666666666666,562.0,946.5,990.4090909090909,586.6666666666666
3102,650.0,,640.0,,,700.0,685.0,551.6666666666666,
3103,467.5,578.5714285714286,866.6666666666666,1158.0,728.3,713.3333333333334,571.0,781.5625,540.0
3104,480.8333333333333,490.0,862.5,540.0,685.0,476.43142857142857,605.0,860.0,940.8333333333334
3105,,431.0,530.0,532.5,450.0,653.3333333333334,745.0,486.8775,
3106,,1022.5,621.25,640.0,525.0,670.0,,626.25,620.0
3107,500.0,450.0,490.0,465.0,600.0,510.0,630.0,552.5,665.0
3108,482.0,473.0,557.7520000000001,449.0,500.0,514.5454545454545,545.2941176470588,496.03225806451616,540.0
3109,543.3088888888889,495.0,573.6363636363636,507.5,550.625,532.5,551.6666666666666,502.66833333333335,510.0
3111,,600.0,470.0,660.0,630.0,340.0,490.0,620.0,
3113,,600.0,,,,540.0,,,
3114,,,,,,,,,670.0
3116,470.0,,,900.0,527.5,,,,
3121,4786.237826086956,530.359375,555.5148275862069,505.5020833333333,494.389,592.2838095238095,500.0,5458.928571428572,574.1666666666666
3122,368.6426666666667,522.8254166666667,645.4231578947368,553.7233333333334,561.4755,494.4316666666667,410.38235294117646,505.1470588235294,573.8235294117648
3123,593.23,557.0633333333334,541.3636363636364,554.0909090909091,530.0,592.6625,731.9554545454546,600.8155555555555,582.3123076923076
3124,807.7788888888889,749.5029999999999,560.0,631.6666666666666,801.0,674.2857142857143,806.5384615384615,768.7857142857143,759.0909090909091
3125,475.8333333333333,483.3333333333333,438.75,,461.25,555.0,657.5,399.5357142857143,463.3333333333333
3126,1240.8333333333333,,1850.0,816.6666666666666,1225.0,893.6,682.5,908.125,1100.0
3127,657.8571428571429,807.0,527.375,472.5,526.25,570.7142857142857,673.75,718.1818181818181,570.0
3128,448.4764705882353,426.38,453.1691666666666,417.5,464.0,5425.9375,460.0,589.8,498.3333333333333
3129,456.25,450.0,620.0,415.0,534.0,446.6666666666667,465.2857142857143,484.375,665.0
3130,412.605,506.6666666666667,575.0,390.0,445.0,378.69,508.0,476.25,476.25
3131,480.0,442.5,480.0,410.0,700.0,545.0,,390.0,
3132,575.0,556.59,420.0,457.5,616.6666666666666,387.5,474.78,400.0,
3133,435.0,,460.0,513.75,525.0,483.3333333333333,572.5,595.0,
3134,422.5,10450.0,466.3333333333333,534.2214285714286,405.0,420.00200000000007,585.0,478.97,536.0
3135,475.0,490.0,367.0,500.0,475.01,,600.0,495.00333333333333,560.0
3136,588.0,,582.5,400.0,494.0,554.0,416.25,540.0,
3137,480.0,495.0,,,,600.0,,,390.0
3138,,480.0,480.0,720.0,450.0,455.0,433.33666666666664,565.0,
3139,,,,,,,,420.0,
3140,380.0,,,,,,415.0,463.3333333333333,600.0
3141,580.1548684210527,515.04,476.8244680851064,601.9385,475.04255813953495,508.8214,883.1063492063491,544.9206349206349,474.5833333333333
3142,742.3366666666667,654.5,1644.4399999999998,702.9258333333333,820.0,639.499,785.0,660.725,1382.142857142857
3143,615.625,525.0,718.125,803.3981818181819,681.2408333333333,619.0,603.125,582.8125,775.0
3144,858.0040000000001,596.1628571428572,595.9853333333334,1200.0,537.5,895.3714285714286,523.125,810.0,665.8333333333334
3145,841.3636363636364,688.4874074074074,704.1666666666666,609.5436363636363,682.1654545454545,798.6466666666666,579.2286666666666,609.7222222222222,536.0
3146,650.7826666666666,712.2268750000001,528.3066666666667,609.99875,686.7647058823529,535.20125,737.4792857142857,755.1795454545455,923.0
3147,606.25,563.3333333333334,633.75,856.6666666666666,408.3333333333333,517.7266666666667,966.6666666666666,599.0,500.0
3148,457.385,589.564,440.0,511.6666666666667,393.5466666666666,554.0,434.0,448.0,
3149,601.6633333333333,607.5,604.0,590.0,500.0,620.0,620.0,604.4444444444445,585.0
3150,367.0,500.8333333333333,467.2857142857143,356.73400000000004,373.5,485.7142857142857,457.3855555555556,768.125,477.5
3151,550.0,451.6666666666667,,500.0,523.75,701.25,558.75,492.14285714285717,695.0
3152,448.3333333333333,,487.7125,530.0,470.0,,375.64,618.3333333333334,
3153,375.64,470.02,435.0,440.0,422.5,547.5,379.25,435.0,
3154,,,,,,550.0,,,
3155,412.0,271.3333333333333,,395.0,500.0,517.5,481.6666666666667,,400.0
3156,435.0,720.0,,480.0,,390.0,445.0,450.0,460.0
3158,595.0,625.0,,,,,,,
3160,665.0,,,,,,575.0,,
3161,455.5055555555556,638.0020000000001,440.003,511.0014285714286,532.9871428571429,615.608,467.14285714285717,665.6020000000001,728.0
3162,442.5,881.6666666666666,592.5,12875.0,486.0325,420.0,868.0,508.57142857142856,800.0
3163,416.5364285714286,387.1223529411765,416.49,494.2857142857143,415.0,391.3,594.4444444444445,468.7692307692308,521.25
3165,543.1279999999999,535.0,432.0,380.0,589.89,548.5714285714286,582.0,710.0,600.8333333333334
3166,433.3333333333333,745.0,420.0,410.0,409.1666666666667,508.3333333333333,537.5,600.0,
3167,,560.0,420.0,390.0,550.0,,,400.0,
3168,468.125,482.05882352941177,463.6363636363636,444.7661538461538,564.4444444444445,480.5,439.44444444444446,580.2952941176471,450.0
3169,419.55,410.0,572.51,485.0,450.0,490.0,542.0,575.0,470.0
3170,420.0,,800.0,700.0,,466.6666666666667,612.5,550.0,460.0
3171,265.0,332.5,286.25,397.3,469.9166666666667,500.0,335.0,385.8333333333333,442.5
3172,360.0,,570.0,470.0,460.0,410.0,430.0,470.0,412.5
3173,601.4285714285714,650.0,630.0,593.3333333333334,530.0,,600.0,510.0,
3174,420.0,417.5,407.5,337.5,408.3333333333333,460.0,380.0,465.0,380.0
3175,410.0025,430.8333333333333,371.25,392.5,371.6666666666667,489.0,411.875,419.3333333333333,362.0
3177,360.0,,525.0,401.25,380.0,356.6666666666667,408.0,400.0,500.0
3178,,550.0,,555.0,535.0,550.0,555.0,516.25,
3179,,,550.0,,502.5,,375.0,370.0,
3180,,,620.0,,,,,,400.0
3181,496.72173076923076,513.2271794871795,552.2258620689655,712.3560000000001,505.526875,488.6508823529412,527.7896666666667,648.4090909090909,580.0
3182,472.565,477.26162790697674,417.0440425531915,450.6546153846154,469.218125,396.82160000000005,489.3880645161291,562.3166666666666,506.1363636363636
3183,402.67625,438.3333333333333,449.15,455.5213333333333,614.7058823529412,478.02941176470586,448.52941176470586,528.6,836.6666666666666
3184,473.5417647058824,448.75100000000003,395.90909090909093,496.47058823529414,482.89473684210526,412.9342857142857,520.9615384615385,529.0322580645161,486.6666666666667
3185,361.1111111111111,521.25,461.25,480.0,632.5,450.0,501.6666666666667,392.09999999999997,398.3333333333333
3186,788.2111111111111,1301.5741666666665,718.041875,833.8888888888889,848.3846153846154,884.5123529411765,1438.3333333333333,1308.8095238095239,1144.5
3187,1211.25,850.0,837.5,820.0,883.1475,555.0,1275.0,1092.6923076923076,680.7142857142857
3188,1104.0,755.0,1193.3333333333333,945.0,792.5,987.3875,570.0,479.5642857142857,1.5
3189,,425.0,510.0,490.0,350.0,440.0,,641.6666666666666,
3190,,,440.0,493.75,395.0,542.5,495.0,650.0,531.6666666666666
3191,530.0,821.6666666666666,,463.3333333333333,369.125,670.0,530.0,482.5,550.0
3192,477.06333333333333,800.0,465.55555555555554,416.6666666666667,400.0,542.6,490.0,484.375,
3193,475.0,901.0,733.75,628.75,1020.0,660.0,,1375.0,1550.0
3194,468.0,418.3333333333333,516.9100000000001,660.0,471.25,566.25,260.0,427.0,445.0
3195,705.0,427.5,530.0,675.0,382.5,705.0,467.0,540.0,520.0
3196,495.0,660.0,487.5,478.6666666666667,750.0,693.75,380.0,465.0,622.5
3197,460.0,,,460.0,560.0,440.0,580.0,561.6666666666666,560.0
3198,462.5,473.3333333333333,583.3333333333334,460.0,475.0,387.5,,600.0,
3199,403.3333333333333,620.0,444.1666666666667,488.75,616.6666666666666,663.3333333333334,425.2857142857143,384.4,412.5
3200,,430.0,,450.0,,430.0,,380.0,
3201,,,430.0,520.0,,20337.5,442.5,450.0,
3202,,,,,,560.0,,,530.0
3204,430.52571428571434,451.6666666666667,628.3333333333334,613.8575,573.3333333333334,507.78000000000003,593.8911111111112,665.9090909090909,315.0
3205,533.0208163265306,673.2168571428572,484.26,2390.7803333333336,561.2788888888889,592.5952941176471,570.515625,662.5883582089552,556.0576923076923
3206,917.9487179487179,815.5770370370371,838.3928571428571,713.4782608695652,791.8703703703703,788.4,842.0833333333334,935.0,848.5294117647059
3207,636.195652173913,673.2129787234043,706.960909090909,687.2384210526316,715.4081632653061,637.9904,735.1337777777777,744.6033823529411,699.4583333333334
3211,,,,,,,800.0,750.0,
3212,433.75,560.0,537.8571428571429,570.0,431.6666666666667,541.4285714285714,4487.5,475.45454545454544,453.3333333333333
3213,483.3333333333333,750.0,,,,850.0,,,
3214,316.07142857142856,307.0,357.0,385.0,328.3333333333333,386.0,330.0,366.0,399.1666666666667
3215,396.3636363636364,490.0,426.25,477.0,350.0,455.0,418.3333333333333,361.6666666666667,410.0
3216,426.25,504.375,424.0,435.0,504.09090909090907,412.6666666666667,374.0,417.85714285714283,414.0
3217,497.9166666666667,517.2222222222222,526.25,521.4285714285714,530.625,508.57142857142856,493.0,537.3529411764706,532.5
3218,429.64285714285717,230.0,316.875,413.3333333333333,460.0,428.3333333333333,502.5,466.70666666666665,470.0
3219,397.14285714285717,383.75,333.75,380.0,488.3333333333333,397.5,420.0,395.0,
3220,505.0,380.0,366.6666666666667,410.0,343.3333333333333,270.0,435.0,457.14285714285717,
3222,420.0,450.0,480.0,415.0,506.25,455.0,522.5,460.0,460.0
3223,435.0,450.0,426.6666666666667,,430.0,465.0,430.0,416.6666666666667,510.0
3224,480.0,450.0,,,425.0,,430.0,465.0,750.0
3225,,,,,,,495.0,,
3226,470.0,1100.0,680.0,516.25,586.25,515.0,582.8571428571429,574.4444444444445,
3227,,,,,,,425.0,900.0,
3228,,685.0,837.5,610.0,600.0,720.0,761.6666666666666,692.5,810.0
3240,152.2,,,220.0,,,500.0,,
3242,,500.0,,,,,,,
3268,,,320.0,,,,,,
3269,,,,,,,,550.0,
3270,,,,,,,300.0,,
3272,,,,,,180.0,,,
3277,,,,,,,,380.0,
3280,4806.875,508.57142857142856,501.6666666666667,24012.14285714286,550.0,535.9090909090909,483.75,441.53846153846155,420.0
3281,,430.0,,,,,,,
3282,,,,,,,500.0,,
3300,,,400.0,,,,314.0,1.02,
3305,,,,,,300.0,,80.0,
3331,,,,,550.0,,480.0,,
3335,389.4166666666667,413.3333333333333,376.6666666666667,417.5,375.08125,442.00200000000007,390.0,396.43636363636364,431.25
3336,456.6666666666667,458.0,395.75,442.5,490.0,548.0,486.00200000000007,440.8333333333333,
3337,352.5,359.375,353.5,369.64285714285717,364.2857142857143,390.7142857142857,362.85714285714283,394.5833333333333,380.0
3338,358.95238095238096,382.0833333333333,345.3636363636364,376.6666666666667,418.8888888888889,475.25,402.22222222222223,385.4175,371.0
3340,,,360.0,,,900.0,,210.5,
3350,430.0,420.0,,,,445.0,430.0,,
3352,430.0,,380.0,,,,413.3333333333333,,493.3333333333333
3355,,,,,320.0,,,,
3356,,,,,,,,400.0,295.0
3358,435.0,,423.3333333333333,400.0,,,,460.0,
3427,360.0,,,,,485.0,390.0,450.0,
3428,,,,,,,375.0,,
3429,509.5,,,,,360.0,600.0,615.0,
3431,,,,,,490.0,,,
3434,,,,,,420.0,350.0,436.6666666666667,
3437,,,,,,,600.0,800.0,
3440,,,,,,600.0,,620.0,
3441,,,,,,,390.0,1050.0,
3442,,,,,,,630.0,,
3444,,,,,,,565.0,,
3496,,,,,,310.0,,,
3498,,,,,460.0,,,,480.0
3500,420.0,10298.57142857143,406.0,353.3333333333333,,405.0,257.5,398.75,
3501,,,550.0,,,310.0,,,
3505,,,,500.0,,,,,
3515,320.0,,,,,,,,
3531,,,,,,,,220.0,
3550,334.3,385.0,357.14285714285717,391.1111111111111,445.7142857142857,382.5,395.0,411.53846153846155,420.0
3551,450.0,390.0,405.0,390.0,415.0,540.0,,560.0,410.0
3555,435.0,,396.6666666666667,330.0,403.3333333333333,455.0,380.0,363.3333333333333,
3556,460.0,,405.0,,360.0,405.0,425.0,375.0,
3562,,,,,,,7.03,,
3564,5.34,800.11,30.0,695.0,,165.25,468.8639999999999,6.21,
3584,,,,,,,,310.0,
3585,249.16666666666666,340.0,286.6666666666667,240.0,312.5,270.0,346.25,307.0,340.0
3588,,,,,340.0,,,,
3595,225.0,,,,,,,,
3608,,275.0,,,250.0,262.5,,,
3616,,500.0,380.0,,,,,,
3621,,,,,,,,,9.25
3629,88.0,,,,400.0,,450.0,270.0,
3630,327.22222222222223,289.2857142857143,293.3333333333333,366.6666666666667,380.0,368.3333333333333,321.42857142857144,381.6666666666667,310.0
3631,,400.0,540.0,500.0,,380.0,505.0,,
3644,,,,,,,,330.0,
3658,,420.0,,453.855,,317.5,448.64,415.59666666666664,
3659,,,290.0,,,380.0,,,
3660,333.3333333333333,362.5,300.0,311.25,377.5,322.5,375.0,370.45454545454544,
3664,,,,,360.0,360.0,,,
3669,345.0,,,,,,,,
3670,,,,,,,,490.0,
3672,320.0,,,,,,484.0,227.85,
3683,,,,,,,,400.0,
3690,410.0,465.0,415.0,382.5,400.0,406.6666666666667,352.95,436.6666666666667,380.0
3691,400.0,,590.0,,,473.3333333333333,,390.0,
3697,,360.0,,,500.0,,,,
3698,300.0,460.0,465.0,,490.0,540.0,,500.0,
3699,293.3333333333333,,,,,450.0,,,
3717,400.0,,,,,,,600.0,
3744,600.0,,,,,,,,
3749,,,,,465.0,450.0,,,
3750,469.1777777777778,420.24285714285713,408.3333333333333,524.9233333333333,451.6666666666667,461.084,442.85714285714283,469.61538461538464,510.0
3752,419.0,480.692,435.0,425.0,390.0,453.3333333333333,446.6666666666667,440.0,440.0
3753,,390.0,,460.0,,,,,
3754,441.6666666666667,439.83375,431.42857142857144,390.0,445.8333333333333,485.7142857142857,418.8016666666667,465.9591666666667,370.0
3756,406.9,400.0,417.5,395.2625,,525.0,425.0,415.0,
3757,450.0,396.6666666666667,380.0,,373.3333333333333,,,,310.0
3764,,,,406.9,,375.9,,300.0,
3765,,,,,,,450.0,650.0,445.0
3766,575.0,,,,,,,,
3767,,,,,,,410.0,750.0,
3782,,,,,,540.0,,,
3788,,,,750.0,,,,,
3802,415.0,420.0,,,460.0,600.0,,570.0,
3803,,380.0,,510.0,440.0,650.0,452.5,,
3805,513.0,418.125,511.25,457.27272727272725,465.0,500.0,438.3333333333333,504.70588235294116,436.6666666666667
3806,473.3333333333333,501.6666666666667,435.0,472.9166666666667,481.42857142857144,546.6666666666666,440.0,501.07142857142856,493.3333333333333
3807,,,,,,,,,520.0
3809,480.0,455.0,556.6666666666666,470.0,505.0,455.0,440.0,453.3333333333333,650.0
3810,470.0,424.1666666666667,520.8333333333334,433.3333333333333,531.4285714285714,534.4444444444445,425.0,485.0,550.0
3814,,,,,,,680.0,,
3815,280.0,,,,600.0,,,,
3816,,,,,1.0,,450.0,,480.0
3818,420.0,,,425.0,,470.0,382.5,463.55,
3820,,370.0,,440.0,,,453.3333333333333,,330.0
3821,,,,,,,,560.0,
3825,290.0,,,208.33333333333334,390.0,278.3333333333333,330.0,,
3831,,,500.0,300.0,,,,495.0,
3840,,,,,,,,348.125,400.0
3842,,,,,,,430.0,,
3844,315.0,407.5,355.0,360.0,,650.0,490.0,436.0,450.0
3850,540.0,400.0,505.0,415.0,410.0,390.0,16966.666666666668,408.0,465.0
3851,,,430.0,,,,375.0,470.0,
3858,,,,,,,400.0,,
3860,,430.0,,,,,,,
3862,,,,,,,,500.0,
3875,,,300.0,,,500.0,32.92,,
3888,,,,,,,,2450.0,
3904,,,,557.5,,,370.0,,
3909,,370.0,430.0,395.0,,,11109.333333333334,373.57142857142856,
3910,,595.0,,,,,597.5,595.0,
3911,490.0,,,,,960.0,,,
3912,450.0,,,,,,545.0,438.3333333333333,515.0
3913,,384.2,,,,,,,
3915,,,310.0,475.0,,,560.0,530.0,
3916,375.0,,,,1300.0,,,,
3919,,,,,680.0,,,,
3926,775.0,,,,1012.5,,700.0,1472.5,660.0
3928,,,,,,,950.0,,
3929,900.0,,1450.0,,700.0,4800.0,,,
3930,940.0,450.0,960.0,790.0,365.0,1505.0,508.6666666666667,738.625,615.0
3931,687.5,625.0,545.0,926.6666666666666,653.3333333333334,730.0,628.3333333333334,690.0,780.0
3933,,,,,,,,600.0,
3934,450.0,750.0,525.0,,787.5,667.5,875.0,1065.0,
3936,458.3333333333333,553.3333333333334,567.0,750.0,909.0,635.5555555555555,593.3333333333334,575.4166666666666,587.5
3937,550.0,1210.0,1000.0,,,,,1037.5,900.0
3938,,,465.0,395.0,650.0,505.0,612.5,452.5,650.0
3939,153.33333333333334,470.0,464.5,480.0,528.0,563.3333333333334,620.0,720.0,425.0
3940,,400.0,,630.0,480.0,440.0,650.0,460.0,
3941,628.75,497.5,572.0,561.25,629.1666666666666,608.3333333333334,611.25,589.375,450.0
3942,,3.67,700.0,,,535.08,666.6666666666666,565.0,
3943,,,950.0,1100.0,765.0,750.0,,,
3944,,,,,,1300.0,,,
3950,,,,,,,,370.0,
3975,490.0,850.0,576.25,480.0,500.0,410.0,490.0,497.5,460.0
3976,355.0,407.0,408.0,400.0,375.0,445.8333333333333,400.0,445.0,520.0
3977,481.05263157894734,435.0,481.07142857142856,448.0,438.6666666666667,469.375,525.75,465.3225806451613,466.6666666666667
3978,445.55555555555554,465.7142857142857,477.5,431.6666666666667,491.5,432.5,490.0,508.0,503.3333333333333
3981,,,600.0,,,,,,
3984,,,,,,,520.0,,
4000,,680.01,,450.0,,,,,
4006,,,330.0,,,,,,
4014,,,,,,,,,780.0
4120,580.0,,,,,,,,
4128,,,,,,,,450.0,
4216,,,295.0,,,,,,
4218,,,,,,,,5.5,
4220,,,750.0,,,,,,
4221,,,,,,,,850.0,
4500,,,,,,,,355.0,
4740,,,430.0,,,,,,
5034,,,,,,,425.0,,
5063,380.0,,,,,,,,
6018,,,2.0,,,,,,
6020,,,,1043.01,,,,,
6537,,,,800.01,,,,,
7249,,,,,,,,270.0,
