,year,area_code,Total,SA2 code,SA2 name,Postcode
7556,2017,21164,18557,21164,Box Hill North,3104.0
7557,2017,21165,13249,21165,Burwood,3125.0
7558,2017,21166,10836,21166,Burwood East,3151.0
7559,2017,21167,10559,21167,Surrey Hills (East) - Mont Albert,3127.0
7560,2017,21168,14269,21168,Beaumaris,3192.0
7561,2017,21169,24484,21169,Brighton (Vic.),3186.0
7562,2017,21170,16792,21170,Brighton East,3186.0
7563,2017,21171,11755,21171,Cheltenham - Highett (West),3188.0
7564,2017,21172,18727,21172,Hampton,3186.0
7565,2017,21173,17594,21173,Sandringham - Black Rock,3188.0
7566,2017,21174,24138,21174,Bentleigh - McKinnon,3187.0
7567,2017,21176,19281,21176,Carnegie,3163.0
7568,2017,21177,22842,21177,Caulfield - North,3145.0
7569,2017,21178,18550,21178,Caulfield - South,3162.0
7570,2017,21179,12236,21179,Elsternwick,3185.0
7571,2017,21180,8053,21180,Hughesdale,3166.0
7572,2017,21181,9891,21181,Murrumbeena,3163.0
7573,2017,21182,14132,21182,Ormond - Glen Huntly,3163.0
7574,2017,21426,15707,21426,Bentleigh East (North),
7575,2017,21427,13868,21427,Bentleigh East (South),
7576,2017,21183,9395,21183,Aspendale Gardens - Waterways,3195.0
7577,2017,21184,54,21184,Braeside,3195.0
7578,2017,21185,12214,21185,Carrum - Patterson Lakes,3175.0
7579,2017,21186,15049,21186,Chelsea - Bonbeach,3196.0
7580,2017,21187,5554,21187,Chelsea Heights,3196.0
7581,2017,21188,23748,21188,Cheltenham - Highett (East),3189.0
7582,2017,21189,13431,21189,Edithvale - Aspendale,3195.0
7583,2017,21190,13778,21190,Mentone,3194.0
7584,2017,21191,9393,21191,Moorabbin - Heatherton,3169.0
7586,2017,21193,21072,21193,Mordialloc - Parkdale,3195.0
7587,2017,21194,21222,21194,Malvern - Glen Iris,3144.0
7588,2017,21195,22779,21195,Malvern East,3145.0
7589,2017,21196,10308,21196,Bundoora - East,3083.0
7590,2017,21197,21403,21197,Greensborough,3088.0
7591,2017,21198,15891,21198,Heidelberg - Rosanna,3084.0
7592,2017,21199,15047,21199,Heidelberg West,3081.0
7593,2017,21200,12317,21200,Ivanhoe,3079.0
7594,2017,21201,8121,21201,Ivanhoe East - Eaglemont,3079.0
7595,2017,21202,16858,21202,Montmorency - Briar Hill,3088.0
7596,2017,21203,19111,21203,Viewbank - Yallambie,3084.0
7597,2017,21204,9545,21204,Watsonia,3083.0
7598,2017,21205,12093,21205,Kingsbury,3083.0
7599,2017,21207,28704,21207,Reservoir - East,3072.0
7600,2017,21208,25395,21208,Reservoir - West,3058.0
7601,2017,21428,21430,21428,Preston - East,
7602,2017,21429,13029,21429,Preston - West,
7603,2017,21209,24061,21209,Eltham,3095.0
7604,2017,21210,3623,21210,Hurstbridge,3091.0
7605,2017,21211,4047,21211,Kinglake,3757.0
7606,2017,21212,5425,21212,Panton Hill - St Andrews,3097.0
7607,2017,21213,9834,21213,Plenty - Yarrambat,3088.0
7608,2017,21214,7026,21214,Research - North Warrandyte,3095.0
7609,2017,21215,14417,21215,Wattle Glen - Diamond Creek,3089.0
7610,2017,21216,7984,21216,Bundoora - North,3083.0
7611,2017,21217,6454,21217,Bundoora - West,3083.0
7612,2017,21219,24205,21219,Lalor,3074.0
7613,2017,21220,18633,21220,Mill Park - North,3076.0
7614,2017,21221,12412,21221,Mill Park - South,3082.0
7615,2017,21223,21482,21223,Thomastown,3074.0
7616,2017,21224,17606,21224,Wallan,3658.0
7617,2017,21225,8779,21225,Whittlesea,3064.0
7618,2017,21430,23082,21430,Doreen,
7619,2017,21431,13868,21431,Epping - East,
7620,2017,21432,8763,21432,Epping - South,
7621,2017,21433,12104,21433,Epping - West,
7622,2017,21434,19108,21434,Mernda,
7623,2017,21435,12858,21435,South Morang (North),
7624,2017,21436,12695,21436,South Morang (South),
7625,2017,21437,11897,21437,Wollert,
7626,2017,21226,8014,21226,Airport West,3042.0
7628,2017,21228,9009,21228,Keilor,3033.0
7629,2017,21229,27579,21229,Keilor East,3033.0
7630,2017,21230,7362,21230,Niddrie - Essendon West,3033.0
7631,2017,21231,10152,21231,Strathmore,3041.0
7632,2017,21232,13603,21232,Gisborne,3337.0
7633,2017,21233,3535,21233,Macedon,3437.0
7634,2017,21234,4247,21234,Riddells Creek,3431.0
7635,2017,21235,9893,21235,Romsey,3430.0
7636,2017,21236,8379,21236,Coburg North,3044.0
7637,2017,21237,14668,21237,Fawkner,3060.0
7638,2017,21239,25322,21239,Pascoe Vale,3044.0
7639,2017,21438,23711,21438,Glenroy,
7640,2017,21439,3091,21439,Gowanbrae,
7641,2017,21440,6017,21440,Hadfield,
7642,2017,21240,13332,21240,Sunbury,3063.0
7643,2017,21241,28345,21241,Sunbury - South,3427.0
7644,2017,21242,14284,21242,Broadmeadows,3047.0
7645,2017,21243,17164,21243,Campbellfield - Coolaroo,3047.0
7646,2017,21245,18486,21245,Gladstone Park - Westmeadows,3043.0
7647,2017,21246,18256,21246,Greenvale - Bulla,3048.0
7648,2017,21247,15842,21247,Meadow Heights,3048.0
7649,2017,21248,181,21248,Melbourne Airport,3036.0
7650,2017,21249,23678,21249,Roxburgh Park - Somerton,3059.0
7651,2017,21250,6756,21250,Tullamarine,3043.0
7652,2017,21441,8834,21441,Craigieburn - Central,
7653,2017,21442,12605,21442,Craigieburn - North,
7654,2017,21443,18281,21443,Craigieburn - South,
7655,2017,21444,16881,21444,Craigieburn - West,
7656,2017,21445,5843,21445,Mickleham - Yuroke,
7657,2017,21251,12690,21251,Bayswater,3152.0
7658,2017,21254,16206,21254,Knoxfield - Scoresby,3156.0
7659,2017,21255,6916,21255,Lysterfield,3156.0
7660,2017,21256,15887,21256,Rowville - Central,3178.0
7661,2017,21257,8322,21257,Rowville - North,3156.0
7662,2017,21258,10968,21258,Rowville - South,3178.0
7663,2017,21259,14534,21259,Wantirna,3152.0
7664,2017,21260,18591,21260,Wantirna South,3152.0
7665,2017,21446,23226,21446,Boronia,
7666,2017,21447,14406,21447,Ferntree Gully (North),
7667,2017,21448,15290,21448,Ferntree Gully (South) - Upper Ferntree Gully,
7668,2017,21449,4458,21449,The Basin,
7669,2017,21261,16760,21261,Donvale - Park Orchards,3109.0
7670,2017,21262,10607,21262,Warrandyte - Wonga Park,3109.0
7671,2017,21263,12310,21263,Bayswater North,3137.0
7672,2017,21265,18768,21265,Croydon Hills - Warranwood,3115.0
7673,2017,21266,18293,21266,Ringwood,3134.0
7674,2017,21267,21312,21267,Ringwood East,3134.0
7675,2017,21268,10052,21268,Ringwood North,3114.0
7676,2017,21450,15962,21450,Croydon - East,
7677,2017,21451,14111,21451,Croydon - West,
7678,2017,21452,4899,21452,Croydon South,
7679,2017,21269,11192,21269,Forest Hill,3131.0
7680,2017,21270,17077,21270,Mitcham (Vic.),3132.0
7681,2017,21271,12623,21271,Nunawading,3131.0
7682,2017,21272,11021,21272,Vermont,3133.0
7683,2017,21273,12344,21273,Vermont South,3133.0
7684,2017,21274,10448,21274,Belgrave - Selby,3156.0
7685,2017,21275,10672,21275,Chirnside Park,3116.0
7686,2017,21276,14226,21276,Healesville - Yarra Glen,3770.0
7687,2017,21277,9591,21277,Kilsyth,3137.0
7688,2017,21278,19646,21278,Lilydale - Coldstream,3140.0
7689,2017,21279,5856,21279,Monbulk - Silvan,3782.0
7690,2017,21280,7123,21280,Montrose,3137.0
7691,2017,21281,23395,21281,Mooroolbark,3116.0
7692,2017,21282,10079,21282,Mount Dandenong - Olinda,3159.0
7693,2017,21283,10096,21283,Mount Evelyn,3139.0
7694,2017,21284,10032,21284,Upwey - Tecoma,3156.0
7695,2017,21285,7935,21285,Wandin - Seville,3139.0
7696,2017,21286,16717,21286,Yarra Valley,3139.0
7697,2017,21287,15653,21287,Beaconsfield - Officer,3807.0
7698,2017,21288,9051,21288,Bunyip - Garfield,3810.0
7699,2017,21289,18677,21289,Emerald - Cockatoo,3139.0
7700,2017,21290,7902,21290,Koo Wee Rup,3809.0
7701,2017,21291,20332,21291,Pakenham - North,3810.0
7702,2017,21292,30744,21292,Pakenham - South,3810.0
7703,2017,21293,23901,21293,Berwick - North,3806.0
7704,2017,21294,27584,21294,Berwick - South,3805.0
7705,2017,21295,12091,21295,Doveton,3177.0
7706,2017,21297,11512,21297,Hallam,3803.0
7707,2017,21299,8275,21299,Narre Warren North,3803.0
7708,2017,21453,12523,21453,Endeavour Hills - North,
7709,2017,21454,14121,21454,Endeavour Hills - South,
7710,2017,21455,14006,21455,Narre Warren - North East,
7711,2017,21456,14765,21456,Narre Warren - South West,
7712,2017,21300,21197,21300,Cranbourne,3977.0
7713,2017,21301,32567,21301,Cranbourne East,3977.0
7714,2017,21302,22315,21302,Cranbourne North,3977.0
7715,2017,21303,9568,21303,Cranbourne South,3977.0
7716,2017,21304,17148,21304,Cranbourne West,3977.0
7717,2017,21305,27087,21305,Hampton Park - Lynbrook,3976.0
7718,2017,21306,16660,21306,Lynbrook - Lyndhurst,3975.0
7719,2017,21308,8086,21308,Pearcedale - Tooradin,3912.0
7720,2017,21457,13728,21457,Narre Warren South (East),
7721,2017,21458,17643,21458,Narre Warren South (West),
7722,2017,21309,12312,21309,Clarinda - Oakleigh South,3167.0
7723,2017,21310,13418,21310,Clayton South,3169.0
7724,2017,21311,33087,21311,Dandenong,3175.0
7725,2017,21312,23824,21312,Dandenong North,3174.0
7726,2017,21313,10646,21313,Dingley Village,3169.0
7727,2017,21314,28501,21314,Keysborough,3173.0
7728,2017,21316,7870,21316,Noble Park North,3174.0
7729,2017,21317,23210,21317,Springvale,3171.0
7730,2017,21318,13295,21318,Springvale South,3172.0
7731,2017,21459,13294,21459,Noble Park - East,
7732,2017,21460,19784,21460,Noble Park - West,
7733,2017,21319,19757,21319,Ashwood - Chadstone,3125.0
7734,2017,21320,24637,21320,Clayton,3167.0
7735,2017,21321,22374,21321,Glen Waverley - East,3150.0
7736,2017,21322,20506,21322,Glen Waverley - West,3150.0
7737,2017,21323,16225,21323,Mount Waverley - North,3149.0
7738,2017,21324,19585,21324,Mount Waverley - South,3149.0
7739,2017,21325,20517,21325,Mulgrave,3170.0
7740,2017,21326,22986,21326,Oakleigh - Huntingdale,3166.0
7741,2017,21327,20970,21327,Wheelers Hill,3150.0
7742,2017,21328,8226,21328,Ardeer - Albion,3020.0
7743,2017,21329,10357,21329,Cairnlea,3023.0
7744,2017,21330,28018,21330,Deer Park - Derrimut,3023.0
7745,2017,21331,8793,21331,Delahey,3037.0
7746,2017,21332,13914,21332,Keilor Downs,3021.0
7747,2017,21333,14572,21333,Kings Park (Vic.),3021.0
7748,2017,21334,21455,21334,St Albans - North,3021.0
7749,2017,21335,18338,21335,St Albans - South,3021.0
7750,2017,21336,10300,21336,Sunshine,3020.0
7751,2017,21337,12317,21337,Sunshine North,3020.0
7752,2017,21338,19779,21338,Sunshine West,3012.0
7753,2017,21339,12657,21339,Sydenham,3037.0
7754,2017,21340,18305,21340,Taylors Lakes,3036.0
7755,2017,21341,13436,21341,Altona,3018.0
7756,2017,21342,20156,21342,Altona Meadows,3028.0
7757,2017,21343,14992,21343,Altona North,3012.0
7758,2017,21344,18718,21344,Newport,3015.0
7759,2017,21345,5416,21345,Seabrook,3028.0
7760,2017,21346,16494,21346,Williamstown,3016.0
7761,2017,21347,19548,21347,Braybrook,3012.0
7762,2017,21348,17665,21348,Footscray,3011.0
7763,2017,21349,13156,21349,Maribyrnong,3032.0
7764,2017,21350,9773,21350,Seddon - Kingsville,3011.0
7765,2017,21351,12144,21351,West Footscray - Tottenham,3012.0
7766,2017,21352,15797,21352,Yarraville,3013.0
7767,2017,21353,21764,21353,Bacchus Marsh,3340.0
7768,2017,21355,22616,21355,Hillside,3037.0
7769,2017,21356,19771,21356,Melton,3335.0
7770,2017,21357,26386,21357,Melton South,3338.0
7771,2017,21358,19035,21358,Melton West,3337.0
7772,2017,21359,4731,21359,Rockbank - Mount Cottrell,3023.0
7773,2017,21360,20435,21360,Taylors Hill,3023.0
7774,2017,21461,5176,21461,Burnside,
7775,2017,21462,6543,21462,Burnside Heights,
7776,2017,21463,21291,21463,Caroline Springs,
7777,2017,21361,20080,21361,Hoppers Crossing - North,3029.0
7778,2017,21362,20284,21362,Hoppers Crossing - South,3029.0
7779,2017,21363,10250,21363,Laverton,3026.0
7780,2017,21365,39904,21365,Tarneit,3024.0
7781,2017,21366,27682,21366,Truganina,3027.0
7782,2017,21368,12571,21368,Werribee - South,3029.0
7783,2017,21369,25799,21369,Wyndham Vale,3024.0
7784,2017,21464,14521,21464,Point Cook - East,
7785,2017,21465,24711,21465,Point Cook - North,
7786,2017,21466,16734,21466,Point Cook - South,
7787,2017,21467,20658,21467,Werribee - East,
7788,2017,21468,13533,21468,Werribee - West,
7789,2017,21370,21813,21370,Carrum Downs,3201.0
7790,2017,21371,23727,21371,Frankston,3199.0
7791,2017,21372,19990,21372,Frankston North,3199.0
7792,2017,21373,19095,21373,Frankston South,3199.0
7793,2017,21374,24851,21374,Langwarrin,3910.0
7794,2017,21375,17235,21375,Seaford (Vic.),3197.0
7795,2017,21376,13823,21376,Skye - Sandhurst,3977.0
7796,2017,21377,12008,21377,Dromana,3936.0
7797,2017,21378,5716,21378,Flinders,3915.0
7798,2017,21379,23221,21379,Hastings - Somers,3915.0
7799,2017,21380,25492,21380,Mornington,3931.0
7800,2017,21381,18822,21381,Mount Eliza,3930.0
7801,2017,21382,19594,21382,Mount Martha,3934.0
7802,2017,21383,18361,21383,Point Nepean,3939.0
7803,2017,21384,21994,21384,Rosebud - McCrae,3936.0
7804,2017,21385,18896,21385,Somerville,3911.0
7805,2017,21386,8401,21386,Ararat,3377.0
7806,2017,21387,3197,21387,Ararat Region,3271.0
7807,2017,21388,16551,21388,Horsham,3400.0
7808,2017,21389,3442,21389,Horsham Region,3385.0
7809,2017,21390,6916,21390,Nhill Region,3393.0
7810,2017,21391,3351,21391,St Arnaud,3384.0
7811,2017,21392,8245,21392,Stawell,3374.0
7812,2017,21393,2784,21393,West Wimmera,3312.0
7813,2017,21394,6645,21394,Yarriambiack,3385.0
7814,2017,21395,7041,21395,Irymple,3498.0
7815,2017,21396,4898,21396,Merbein,3496.0
7816,2017,21398,3734,21398,Mildura Region,3489.0
7817,2017,21399,6051,21399,Red Cliffs,3496.0
7818,2017,21469,18515,21469,Mildura - North,
7819,2017,21470,15171,21470,Mildura - South,
7820,2017,21400,6222,21400,Buloke,3393.0
7821,2017,21401,6694,21401,Gannawarra,2732.0
7822,2017,21402,3898,21402,Kerang,3579.0
7823,2017,21403,3483,21403,Robinvale,3549.0
7824,2017,21404,11147,21404,Swan Hill,3585.0
7825,2017,21405,6430,21405,Swan Hill Region,2715.0
7826,2017,21406,15022,21406,Echuca,3564.0
7827,2017,21407,11062,21407,Kyabram,3561.0
7828,2017,21408,3858,21408,Lockington - Gunbower,3561.0
7829,2017,21409,3921,21409,Rochester,3559.0
7830,2017,21410,4068,21410,Rushworth,3523.0
7831,2017,21411,6442,21411,Cobram,3644.0
7832,2017,21412,2651,21412,Moira,3636.0
7833,2017,21413,12440,21413,Numurkah,2714.0
7834,2017,21414,8166,21414,Yarrawonga,3730.0
7835,2017,21415,8097,21415,Mooroopna,3629.0
7836,2017,21416,19333,21416,Shepparton - North,3630.0
7837,2017,21417,24063,21417,Shepparton - South,3630.0
7838,2017,21418,3928,21418,Shepparton Region - East,3610.0
7839,2017,21419,10307,21419,Shepparton Region - West,3608.0
7840,2017,21420,8793,21420,Glenelg (Vic.),3285.0
7841,2017,21421,10122,21421,Hamilton (Vic.),3300.0
7842,2017,21422,10992,21422,Portland,3305.0
7843,2017,21423,6146,21423,Southern Grampians,3289.0
7844,2017,21471,3543,21471,Camperdown,
7845,2017,21472,12547,21472,Colac,
7846,2017,21473,5418,21473,Colac Region,
7847,2017,21474,5411,21474,Corangamite - North,
7848,2017,21475,7266,21475,Corangamite - South,
7849,2017,21476,3633,21476,Otway,
7850,2017,21477,6714,21477,Moyne - East,
7851,2017,21478,9681,21478,Moyne - West,
7852,2017,21479,21676,21479,Warrnambool - North,
7853,2017,21480,13192,21480,Warrnambool - South,
7854,2018,21001,13520,21001,Alfredton,3350.0
7855,2018,21002,12237,21002,Ballarat,3350.0
7856,2018,21003,24031,21003,Ballarat - North,3350.0
7857,2018,21004,25265,21004,Ballarat - South,3350.0
7858,2018,21005,7413,21005,Buninyong,3350.0
7859,2018,21006,8174,21006,Delacombe,3351.0
7860,2018,21007,4040,21007,Smythes Creek,3351.0
7861,2018,21008,15056,21008,Wendouree - Miners Rest,3352.0
7862,2018,21009,6217,21009,Bacchus Marsh Region,3340.0
7863,2018,21010,7954,21010,Creswick - Clunes,3352.0
7864,2018,21011,9380,21011,Daylesford,3363.0
7865,2018,21012,5990,21012,Gordon (Vic.),3333.0
7866,2018,21013,3389,21013,Avoca,3352.0
7867,2018,21014,4444,21014,Beaufort,3325.0
7868,2018,21015,4688,21015,Golden Plains - North,3324.0
7869,2018,21016,8132,21016,Maryborough (Vic.),3465.0
7870,2018,21017,5392,21017,Maryborough Region,3370.0
7871,2018,21018,14927,21018,Bendigo,3550.0
7872,2018,21019,12454,21019,California Gully - Eaglehawk,3550.0
7873,2018,21020,13825,21020,East Bendigo - Kennington,3550.0
7874,2018,21021,9518,21021,Flora Hill - Spring Gully,3550.0
7875,2018,21022,20422,21022,Kangaroo Flat - Golden Square,3555.0
7876,2018,21023,5317,21023,Maiden Gully,3551.0
7877,2018,21024,9475,21024,Strathfieldsaye,3551.0
7878,2018,21025,12983,21025,White Hills - Ascot,3550.0
7879,2018,21026,7789,21026,Bendigo Region - South,3444.0
7880,2018,21027,11004,21027,Castlemaine,3450.0
7881,2018,21028,8774,21028,Castlemaine Region,3364.0
7882,2018,21029,4690,21029,Heathcote,3444.0
7883,2018,21030,10060,21030,Kyneton,3435.0
7884,2018,21031,7399,21031,Woodend,3437.0
7885,2018,21032,4610,21032,Bendigo Region - North,3551.0
7886,2018,21033,7130,21033,Loddon,3463.0
7887,2018,21034,7122,21034,Bannockburn,3221.0
7888,2018,21035,7317,21035,Golden Plains - South,3221.0
7889,2018,21036,5989,21036,Winchelsea,3216.0
7890,2018,21037,14741,21037,Belmont,3216.0
7891,2018,21038,27460,21038,Corio - Norlane,3214.0
7892,2018,21039,13323,21039,Geelong,3215.0
7893,2018,21040,20491,21040,Geelong West - Hamlyn Heights,3215.0
7894,2018,21041,28113,21041,Grovedale,3216.0
7895,2018,21042,23440,21042,Highton,3216.0
7896,2018,21043,19759,21043,Lara,3211.0
7897,2018,21044,13398,21044,Leopold,3222.0
7898,2018,21045,15141,21045,Newcomb - Moolap,3219.0
7899,2018,21046,10598,21046,Newtown (Vic.),3220.0
7900,2018,21047,15471,21047,North Geelong - Bell Park,3215.0
7901,2018,21048,14747,21048,Clifton Springs,3222.0
7902,2018,21049,5519,21049,Lorne - Anglesea,3230.0
7903,2018,21050,26741,21050,Ocean Grove - Barwon Heads,3221.0
7904,2018,21051,8082,21051,Portarlington,3221.0
7905,2018,21052,4587,21052,Point Lonsdale - Queenscliff,3222.0
7906,2018,21053,20972,21053,Torquay,3216.0
7907,2018,21054,6640,21054,Alexandra,3666.0
7908,2018,21055,6542,21055,Euroa,3610.0
7909,2018,21056,14678,21056,Kilmore - Broadford,3658.0
7910,2018,21057,9429,21057,Mansfield (Vic.),3669.0
7911,2018,21058,4186,21058,Nagambie,3523.0
7912,2018,21059,6472,21059,Seymour,3660.0
7913,2018,21060,4594,21060,Seymour Region,3435.0
7914,2018,21061,206,21061,Upper Yarra Valley,3799.0
7915,2018,21062,3800,21062,Yea,3658.0
7916,2018,21063,10544,21063,Benalla,3672.0
7917,2018,21064,3673,21064,Benalla Region,3669.0
7918,2018,21065,3972,21065,Rutherglen,3682.0
7919,2018,21066,19453,21066,Wangaratta,3677.0
7920,2018,21067,9788,21067,Wangaratta Region,3673.0
7921,2018,21068,4797,21068,Beechworth,3747.0
7922,2018,21069,8518,21069,Bright - Mount Beauty,3691.0
7923,2018,21070,3116,21070,Chiltern - Indigo Valley,3683.0
7924,2018,21071,4730,21071,Myrtleford,3737.0
7925,2018,21072,6072,21072,Towong,2642.0
7926,2018,21073,15234,21073,West Wodonga,3690.0
7927,2018,21074,26265,21074,Wodonga,3690.0
7928,2018,21075,4773,21075,Yackandandah,3691.0
7929,2018,21076,17762,21076,Drouin,3816.0
7930,2018,21077,6253,21077,Mount Baw Baw Region,3818.0
7931,2018,21078,8052,21078,Trafalgar (Vic.),3821.0
7932,2018,21079,20478,21079,Warragul,3818.0
7934,2018,21081,15391,21081,Bairnsdale,3875.0
7935,2018,21082,8007,21082,Bruthen - Omeo,3701.0
7937,2018,21084,10414,21084,Lakes Entrance,3887.0
7938,2018,21085,6527,21085,Orbost,3885.0
7939,2018,21086,6592,21086,Paynesville,3875.0
7940,2018,21087,9021,21087,Foster,3871.0
7941,2018,21088,124,21088,French Island,3921.0
7942,2018,21089,9442,21089,Korumburra,3945.0
7943,2018,21090,11317,21090,Leongatha,3835.0
7944,2018,21091,11888,21091,Phillip Island,3922.0
7945,2018,21092,14,21092,Wilsons Promontory,3960.0
7946,2018,21093,23966,21093,Wonthaggi - Inverloch,3925.0
7947,2018,21094,11632,21094,Churchill,3840.0
7948,2018,21095,16985,21095,Moe - Newborough,3825.0
7949,2018,21096,14094,21096,Morwell,3840.0
7950,2018,21097,28028,21097,Traralgon,3844.0
7951,2018,21098,4622,21098,Yallourn North - Glengarry,3825.0
7952,2018,21099,24,21099,Alps - West,3858.0
7953,2018,21100,4522,21100,Longford - Loch Sport,3850.0
7954,2018,21101,14244,21101,Maffra,3850.0
7955,2018,21102,4895,21102,Rosedale,3844.0
7956,2018,21103,14974,21103,Sale,3850.0
7957,2018,21104,5433,21104,Yarram,3844.0
7958,2018,21105,28115,21105,Brunswick,3055.0
7959,2018,21106,12382,21106,Brunswick East,3054.0
7960,2018,21107,14685,21107,Brunswick West,3052.0
7961,2018,21108,28056,21108,Coburg,3044.0
7962,2018,21109,10825,21109,Pascoe Vale South,3044.0
7963,2018,21110,9409,21110,Alphington - Fairfield,3070.0
7964,2018,21111,26885,21111,Northcote,3070.0
7965,2018,21112,19699,21112,Thornbury,3070.0
7966,2018,21113,15740,21113,Ascot Vale,3032.0
7967,2018,21114,29525,21114,Essendon - Aberfeldie,3040.0
7968,2018,21115,10650,21115,Flemington,3031.0
7969,2018,21116,15768,21116,Moonee Ponds,3039.0
7970,2018,21117,20869,21117,Carlton,3000.0
7971,2018,21118,15439,21118,Docklands,3005.0
7972,2018,21119,5409,21119,East Melbourne,3000.0
7973,2018,21120,86,21120,Flemington Racecourse,3031.0
