,stop_suburb,stop_latitude,stop_longitude,stop_id,stop_name,postcode
50,braybrook,-37.7807236,144.862213,20876,Evans St/Ballarat Rd,3019
51,footscray,-37.7923622,144.889374,16066,Footscray Hospital/Gordon St,3011
52,footscray,-37.8011,144.896988,20891,Footscray Plaza SC/French St,3011
53,footscray,-37.7987671,144.891525,20889,Geelong Rd/Barkly St,3011
54,maidstone,-37.78714,144.879715,20883,Havelock St/Ballarat Rd,3012
55,sunshine,-37.7854729,144.837753,20857,K Wheelahan Gardens/Devonshire Rd,3020
56,sunshine,-37.78513,144.834808,20856,Kennedy St/Devonshire Rd,3020
57,braybrook,-37.7804222,144.859787,20875,Lacy St/Ballarat Rd,3019
58,footscray,-37.80102,144.900513,15250,Leeds St/Paisley St,3011
59,sunshine,-37.7853,144.835434,22345,Martin St/Devonshire Rd,3020
60,braybrook,-37.78065,144.859955,22367,Melon St/Ballarat Rd,3019
61,braybrook,-37.78593,144.859833,20863,Melon St/Churchill Ave,3019
62,sunshine,-37.7809029,144.846848,20869,Norge St/Duke St,3020
63,maidstone,-37.7833,144.870117,20879,Omar St/Ballarat Rd,3012
64,footscray,-37.79051,144.887985,29625,Park St/Ballarat Rd,3011
65,maidstone,-37.7842255,144.872482,20880,Pullar St/Ballarat Rd,3012
66,maidstone,-37.7844,144.872681,22372,Richelieu St/Ballarat Rd,3012
67,maidstone,-37.7840347,144.8686,22358,Rooney St/Churchill Ave,3012
68,maidstone,-37.7887268,144.8836,20884,Rosamond Rd/Ballarat Rd,3012
69,footscray,-37.794487,144.889023,20887,Shepherd St/Gordon St,3011
70,maidstone,-37.78561,144.875946,19161,Short St/Ballarat Rd,3012
71,braybrook,-37.78555,144.85672,20862,Skinner Reserve/Churchill Ave,3019
72,footscray,-37.80049,144.895676,22387,St Johns Church/79 Paisley St,3011
73,maidstone,-37.7871552,144.879379,22377,Studley St/Ballarat Rd,3012
74,maidstone,-37.7883759,144.88237,22378,Summerhill Rd/Ballarat Rd,3012
75,braybrook,-37.7830467,144.84639,20868,Sunshine Harvester PS/Duke St,3019
76,sunshine,-37.78741,144.833038,1188,Sunshine Station/Dickson St,3020
77,maidstone,-37.7856369,144.8757,22376,Thomson St/Ballarat Rd,3012
78,sunshine,-37.7860069,144.8425,20859,Thomson St/Devonshire Rd,3020
79,braybrook,-37.780365,144.8575,22366,Vine St/Ballarat Rd,3019
80,footscray,-37.8002548,144.89473,20890,Western Region Health Centre/72 Paisley St,3011
81,sunshine,-37.7862,144.843079,22349,Yewers St/Devonshire Rd,3020
82,aberfeldie,-37.7541656,144.891266,22593,Batman St/Buckley St,3040
83,keilor east,-37.7336159,144.864929,22540,Berembong Dr/Milleara Rd,3033
84,essendon west,-37.75359,144.886047,22552,Bourke St/Buckley St,3040
85,keilor east,-37.737545,144.86412,22541,Bradman Bvd/Milleara Rd,3033
86,keilor east,-37.73692,144.864487,22514,Clarks Rd/Milleara Rd,3033
87,keilor park,-37.72632,144.856491,22507,Collinson St/Fullarton Rd,3042
88,keilor park,-37.7208023,144.858185,18542,Collinson St/Spence St,3042
89,aberfeldie,-37.75573,144.904816,22598,Combermere St/Buckley St,3040
90,essendon,-37.75461,144.89621,22530,Cooper St/Buckley St,3040
91,essendon,-37.7562141,144.9106,22616,Daisy St/Buckley St,3040
92,avondale heights,-37.75213,144.87323,22523,Dickson St/Buckley St,3034
93,keilor park,-37.7257729,144.860474,22508,Erebus St/Fullarton Rd,3042
94,essendon,-37.7552872,144.902,22532,Essendon Keilor College/Buckley St,3040
95,essendon,-37.7554626,144.9158,10442,Essendon Station/Rose St,3040
96,keilor east,-37.75084,144.862869,22520,Fawkner Cres/Buckley St,3033
97,aberfeldie,-37.75464,144.8956,22595,Fawkner St/Buckley St,3040
98,keilor park,-37.72503,144.852371,22506,Fullarton Rd/Fosters Rd,3042
99,essendon west,-37.7534676,144.8859,22525,Garnet St/Buckley St,3040
100,keilor east,-37.74381,144.863174,22516,Groves St/Milleara Rd,3033
101,essendon,-37.75493,144.898987,22531,Hedderwick St/Buckley St,3040
102,aberfeldie,-37.7539139,144.888916,22526,Hoffmans Rd/Buckley St,3040
103,keilor east,-37.7395172,144.864059,22515,Keilor Park Dr/Milleara Rd,3033
104,airport west,-37.72854,144.867859,22510,Knighton Ave/Fullarton Rd,3042
105,essendon,-37.75598,144.908508,22617,Lincoln Rd/Buckley St,3040
106,essendon,-37.75661,144.912628,22645,Lorraine St/Buckley St,3040
107,essendon,-37.7555962,144.904648,22627,McCarron Pde/Buckley St,3040
108,avondale heights,-37.75096,144.862778,22546,Milleara Rd/Buckley St,3034
109,keilor east,-37.74901,144.862091,18271,Milleara SC/Milleara Rd,3033
110,airport west,-37.728714,144.868835,15133,Moorna Dr/Fullarton Rd,3042
111,essendon,-37.7541046,144.891663,22527,Ogilvie St/Buckley St,3040
112,keilor east,-37.7515373,144.869141,22522,Phillip Rd/Buckley St,3033
113,essendon,-37.7543259,144.893768,22528,Price St/Buckley St,3040
114,essendon west,-37.7533,144.8844,22524,Prospect St/Buckley St,3040
115,avondale heights,-37.7513275,144.866135,22547,Quinn Gr/Buckley St,3034
116,avondale heights,-37.7518158,144.870651,22549,Rachelle Rd/Buckley St,3034
117,essendon,-37.7564125,144.910812,22600,Robb St/Buckley St,3040
118,keilor park,-37.7283173,144.865921,18216,Roberts Rd/Fullarton Rd,3042
119,essendon,-37.756175999999996,144.9086,22599,Scott St/Buckley St,3040
120,keilor park,-37.72149,144.8602,22502,Spence St/Erebus St,3042
121,keilor park,-37.7206955,144.853775,22504,Spence St/Fosters Rd,3042
122,essendon west,-37.7509155,144.8839,31411,St Bernards College/Hampton Rd,3040
123,essendon,-37.75684,144.914536,22601,St Columba's College/Buckley St,3040
124,aberfeldie,-37.7555046,144.902924,22597,St Kinnord St/Buckley St,3040
125,keilor park,-37.7246971,144.8596,21369,Swan St/Erebus St,3042
126,keilor park,-37.7238846,144.852615,18233,Swan St/Fosters Rd,3042
127,keilor east,-37.74691,144.86264,22517,The Crossway/Milleara Rd,3033
128,keilor east,-37.7314072,144.865448,22512,Tuppal Pl/Milleara Rd,3033
129,aberfeldie,-37.755043,144.899124,22596,Vida St/Buckley St,3040
130,keilor east,-37.74108,144.863525,22542,Warren Ct/Milleara Rd,3033
131,avondale heights,-37.7515831,144.868515,22548,Windsor Dr/Buckley St,3034
132,keilor east,-37.729866,144.867416,22538,Wingara Ave/Woorite Pl,3033
133,keilor east,-37.7345963,144.8649,22513,Wunnamurra Dr/Milleara Rd,3033
134,keilor east,-37.73005,144.867188,22511,Wyong St/Woorite Pl,3033
135,essendon,-37.75819,144.9068,22608,Alma St/Waverley St,3040
136,aberfeldie,-37.75918,144.898148,22604,Arthur St/Vida St,3040
137,aberfeldie,-37.75701,144.898758,22605,Ave Maria College/Alma St,3040
138,aberfeldie,-37.7574234,144.902069,22606,Beaver St/Alma St,3040
139,aberfeldie,-37.76198,144.8958,22628,Brunel St/Tilba St,3040
140,moonee ponds,-37.76599,144.9134,22614,Chester St/Holmes Rd,3039
141,aberfeldie,-37.7605057,144.897888,22602,Chisholm St/Vida St,3040
142,moonee ponds,-37.7575722,144.904068,22634,Combermere St/Alma St,3039
143,moonee ponds,-37.7622833,144.905991,22609,Corio St/Waverley St,3039
144,moonee ponds,-37.7657471,144.911057,22613,Darling St/Holmes Rd,3039
145,aberfeldie,-37.76037,144.895844,22603,Fawkner St/Chisholm St,3040
146,moonee ponds,-37.7662354,144.915985,22615,Grosvenor St/Holmes Rd,3039
147,moonee ponds,-37.7654648,144.908554,22612,Lennox St/Holmes Rd,3039
148,moonee ponds,-37.7652168,144.906265,22611,Maribyrnong Park/Holmes Rd,3039
149,moonee ponds,-37.76601,144.919174,17882,Moonee Ponds Station/Norwood Cres,3039
150,moonee ponds,-37.76537,144.9085,22640,Norfolk St/Holmes Rd,3039
151,moonee ponds,-37.7608337,144.906311,22618,Park St/Waverley St,3039
152,essendon,-37.7579,144.906784,22635,Waverley St/Alma St,3040
153,maribyrnong,-37.76889,144.8916,22624,Barb St/Raleigh Rd,3032
154,maribyrnong,-37.769800000000004,144.898743,22650,Clyde St/Raleigh Rd,3032
155,moonee ponds,-37.7655334,144.90564,22619,Holmes Rd/Waverley St,3039
156,ascot vale,-37.7702827,144.902863,22621,Hurtle St/Maribyrnong Rd,3032
157,ascot vale,-37.7701454,144.9024,30906,Maribyrnong Park/Maribyrnong Rd,3032
158,moonee ponds,-37.76821,144.90448,22620,Maribyrnong Park/Orford St,3039
159,maribyrnong,-37.769207,144.894257,22623,Maribyrnong RSL/Raleigh Rd,3032
160,maribyrnong,-37.7697,144.8984,22622,Navigator St/Raleigh Rd,3032
161,maribyrnong,-37.7686348,144.889542,22625,Randall St/Raleigh Rd,3032
162,maribyrnong,-37.7689934,144.88707,22654,Rosamond Rd/Raleigh Rd,3032
163,maribyrnong,-37.76893,144.891266,22652,Warrs Rd/Raleigh Rd,3032
164,sunshine west,-37.8045921,144.8191,11506,112 Fairbairn Rd,3020
165,sunshine west,-37.8045044,144.818726,17087,121 Fairbairn Rd,3020
166,sunshine west,-37.7922325,144.822357,21926,24 Mayne St,3020
167,sunshine west,-37.79247,144.82225,22230,49 Mayne St,3020
168,altona north,-37.8269234,144.846756,21977,Altona Gate SC/Duosa Rd,3025
169,altona north,-37.8275146,144.84874,18021,Altona Gate SC/Millers Rd,3025
170,sunshine west,-37.7890778,144.8248,21905,Armstrong St/Mernda St,3020
171,sunshine west,-37.79091,144.824173,21925,Bardsley St/Mayne St,3020
172,sunshine west,-37.80052,144.818329,18202,Bennett St/Fairbairn Rd,3020
173,altona north,-37.8328323,144.860764,22033,Blackshaws Rd/The Broadway,3025
174,sunshine west,-37.8145332,144.817047,22012,Boundary Rd/Fairbairn Rd,3020
175,newport,-37.8411751,144.871887,23419,Bradley St/Mason St,3015
176,williamstown,-37.8529,144.896011,23428,Braw St/Douglas Pde,3016
177,newport,-37.8486481,144.892944,18195,Bunbury St/Douglas Pde,3015
178,altona north,-37.8235168,144.829422,22022,Clelland Rd/Grieve Pde,3025
179,williamstown,-37.8627625,144.9031,22054,Cole St/Nelson Pl,3016
180,williamstown,-37.8673,144.9002,22060,Cole St/Osborne St,3016
181,williamstown,-37.858902,144.898392,23432,Coxs Gdn/Ferguson St,3016
182,newport,-37.8485146,144.893051,23426,Dowman St/Douglas Pde,3015
183,newport,-37.8418846,144.87825,23422,Elizabeth St/Mason St,3015
184,sunshine west,-37.7927551,144.820328,21985,Fairbairn Rd/Mayne St,3020
185,williamstown,-37.8657341,144.895035,23463,Fearon Reserve/Osborne St,3016
186,sunshine west,-37.8024,144.818588,22011,Felstead Ave/Fairbairn Rd,3020
187,williamstown,-37.85946,144.901566,22053,Ferguson Street Pier/Ferguson St,3016
188,altona north,-37.83162,144.8516,15332,Fifth Ave/Blackshaws Rd,3025
189,altona north,-37.83197,144.8548,22031,First Ave/Blackshaws Rd,3025
190,williamstown,-37.8646927,144.892578,22063,Forster St/Osborne St,3016
191,williamstown,-37.865387,144.89444,22062,Garden St/Osborne St,3016
192,laverton north,-37.8226547,144.8226,22021,Geelong Rd/Little Boundary Rd,3026
193,williamstown,-37.8651657,144.888,22065,Gellibrand St/Victoria St,3016
194,altona north,-37.8277779,144.8439,22028,Glade Ave/Chambers Rd,3025
195,sunshine,-37.7880363,144.828064,17994,Graham St/Durham Rd,3020
196,newport,-37.84103,144.868347,22038,Graham St/Mason St,3015
197,altona north,-37.8283348,144.830734,22023,Grieve Pde/Blackshaws Rd,3025
198,altona north,-37.84065,144.865036,22037,Hansen St/Mason St,3025
199,altona north,-37.8372459,144.864441,23415,Hansen St/The Broadway,3025
200,newport,-37.84459,144.886932,22043,Home Rd/North Rd,3015
201,williamstown,-37.8541946,144.896927,23429,Hotham St/Douglas Pde,3016
202,altona north,-37.8314629,144.851227,14953,Huxtable Ave/Blackshaws Rd,3025
203,sunshine west,-37.81051,144.817734,18206,Industrial Dr/Fairbairn Rd,3020
204,altona north,-37.830658,144.842255,22027,Irwin Ave/Blackshaws Rd,3025
205,altona north,-37.83439,144.862167,23413,Jeffrey Ave/The Broadway,3025
206,williamstown,-37.85524,144.897354,22050,John St/Douglas Pde,3016
207,sunshine west,-37.7955,144.818817,22234,Killeen St/Fairbairn Rd,3020
208,altona north,-37.82975,144.834671,22024,Knapp St/Blackshaws Rd,3025
209,altona north,-37.83215,144.856583,22032,Kyle Rd/Blackshaws Rd,3025
210,newport,-37.8413124,144.871155,22039,Laurie St/Mason St,3015
211,laverton north,-37.8168678,144.817444,22013,Leslie Rd/Little Boundary Rd,3026
212,newport,-37.8408852,144.86911,23418,Leslie St/Mason St,3015
213,altona north,-37.8323975,144.858765,18197,MacDonald Ave/Blackshaws Rd,3025
214,williamstown,-37.8592377,144.899872,22052,Maclean St/Ferguson St,3016
215,newport,-37.8415031,144.8731,18196,Madigan Reserve/Mason St,3015
216,newport,-37.84218,144.879333,22041,Mirls St/Mason St,3015
217,altona north,-37.8303528,144.839523,22026,Misten Ave/Blackshaws Rd,3025
218,williamstown,-37.8643723,144.907715,22055,Nelson Pl/Ann St,3016
219,newport,-37.8425255,144.882538,17804,Newport Interchange/Mason St,3015
220,newport,-37.8454971,144.892136,22044,Newport Park/Douglas Pde,3015
221,williamstown,-37.86372,144.888214,18194,Osborne St/Victoria St,3016
222,newport,-37.8418541,144.876282,22040,Oxford St/Mason St,3015
223,laverton north,-37.8193665,144.819458,22020,Pipe Rd/Little Boundary Rd,3026
224,williamstown,-37.8528938,144.895859,22046,Princes St/Douglas Pde,3016
225,altona north,-37.8318024,144.854431,23408,Second Ave/Blackshaws Rd,3025
226,altona north,-37.8314133,144.849518,22030,Seventh Ave/Blackshaws Rd,3025
227,sunshine west,-37.80794,144.818192,13264,Somerville Rd/Fairbairn Rd,3020
228,altona north,-37.83741,144.86438,28557,Stapley Cres/The Broadway,3025
229,sunshine west,-37.7982521,144.81842,20768,Talintyre Rd/Fairbairn Rd,3020
230,altona north,-37.8357162,144.863,22034,The Circle SC/The Broadway,3025
231,williamstown,-37.8665352,144.904755,22057,Thompson St/Hanmer St,3016
232,williamstown,-37.8681335,144.902649,22059,Thompson St/Osborne St,3016
233,williamstown,-37.85401,144.896591,22049,Union St/Douglas Pde,3016
234,altona north,-37.83127,144.8493,18217,Valerian Ave/Blackshaws Rd,3025
235,sunshine west,-37.8014832,144.818832,22235,Warmington Rd/Fairbairn Rd,3020
236,sunshine,-37.7883873,144.830185,11351,Watt St/Durham Rd,3020
237,newport,-37.84712,144.8919,18208,Wilkins St/Douglas Pde,3015
238,williamstown,-37.86643,144.897156,18211,Williamstown Botanic Gardens/Osborne St,3016
239,williamstown,-37.8576622,144.89772,22051,Williamstown SC/Douglas Pde,3016
240,williamstown,-37.8676529,144.887833,22841,Williamstown SLSC/Victoria St,3016
241,williamstown,-37.8669777,144.906555,18212,Williamstown Station/Ann St,3016
242,sunshine west,-37.79506,144.8186,21987,Wright St/Fairbairn Rd,3020
243,williamstown,-37.85068,144.894348,22045,Yarra St/Douglas Pde,3016
244,fitzroy north,-37.77688,144.985123,25393,139 Miller St,3068
245,fitzroy north,-37.7769737,144.985046,25672,144 Miller St,3068
246,brunswick,-37.7711945,144.959015,25380,18 Dawson St,3056
247,brunswick west,-37.7678566,144.946335,25654,25 Smith St,3055
248,brunswick west,-37.7677345,144.94603,25372,48 Smith St,3055
249,brunswick west,-37.76881,144.939056,25367,Balfe Cres/Dawson St,3055
250,brunswick,-37.77056,144.952881,25659,Barry St/Dawson St,3056
251,brunswick,-37.7717934,144.964127,25382,Blair St/Glenlyon Rd,3056
252,moonee ponds,-37.7681541,144.932983,25366,Branch St/Dean St,3039
253,brunswick,-37.77201,144.965942,25383,Bruce St/Glenlyon Rd,3056
254,brunswick,-37.77089,144.955338,25661,Brunswick Sec Col/Dawson St,3056
255,brunswick,-37.7718964,144.964081,25663,Charles St/Glenlyon Rd,3056
256,brunswick east,-37.77301,144.974518,25667,Clarke St/Glenlyon Rd,3057
257,brunswick west,-37.7675,144.944046,25371,Daly St/Smith St,3055
258,brunswick,-37.77103,144.95752,25379,Dawson St Police Complex/20 Dawson St,3056
259,brunswick,-37.7711525,144.957428,25660,Dawson St Police Complex/Dawson St,3056
260,brunswick west,-37.76972,144.948669,25374,Dawson St/Pearson St,3055
261,brunswick east,-37.77296,144.97493,25388,Ethel St/Glenlyon Rd,3057
262,brunswick,-37.77233,144.967926,25665,Ewing St/Glenlyon Rd,3056
263,brunswick,-37.77078,144.95546,25378,Fallon St/Dawson St,3056
264,brunswick west,-37.77017,144.950562,25375,Grantham St/Dawson St,3055
265,brunswick west,-37.76901,144.93985,25649,Holbrook Cres/Dawson St,3055
266,fitzroy north,-37.7771721,144.987473,25394,Ida St/Miller St,3068
267,brunswick east,-37.77311,144.976364,25389,John St/Glenlyon Rd,3057
268,brunswick,-37.77241,144.969437,25385,Loyola Ave/Glenlyon Rd,3056
269,brunswick east,-37.7726631,144.971939,25386,Lygon St/Glenlyon Rd,3057
270,northcote,-37.78074,144.993576,25675,McLachlan St/Westgarth St,3070
271,moonee ponds,-37.76764,144.928131,25363,McNae St/Dean St,3039
272,brunswick west,-37.7690926,144.941452,25368,McNair Lane/Dawson St,3055
273,brunswick west,-37.7673759,144.943024,25370,Melville Rd/Smith St,3055
274,brunswick,-37.77224,144.968124,25384,Minnie St/Glenlyon Rd,3056
275,moonee ponds,-37.7665558,144.92482,11056,Moonee Ponds Interchange/Mt Alexander Rd,3039
276,brunswick west,-37.7691765,144.941376,25650,Moule St/Dawson St,3055
277,brunswick east,-37.773407,144.978836,25390,Nicholson St/Glenlyon Rd,3057
278,fitzroy north,-37.7762833,144.979279,25391,Nicholson St/Miller St,3068
279,brunswick west,-37.7682838,144.942291,25369,Passfield St/Allard St,3055
280,brunswick west,-37.76804,144.948578,25373,Pearson St/Smith St,3055
281,brunswick,-37.7704964,144.953033,25377,Pottery Ct/Dawson St,3056
282,fitzroy north,-37.7765274,144.980927,25671,Rae St/Miller St,3068
283,northcote,-37.7769165,144.990112,25395,St Georges Rd/Merri Pde,3070
284,moonee ponds,-37.76802,144.931671,25364,Stuart St/Dean St,3039
285,brunswick,-37.771534,144.961792,25381,Sydney Rd/Glenlyon Rd,3056
286,northcote,-37.78112,144.996414,25397,Westgarth St/High St,3070
287,northcote,-37.78116,144.993912,25396,Westgarth St/McLachlan St,3070
288,fitzroy north,-37.77642,144.981033,25392,White St/Miller St,3068
289,brunswick west,-37.7651863,144.947083,11066,465 Victoria St,3055
290,brunswick west,-37.7652779,144.947037,27247,488 Victoria St,3055
291,alphington,-37.7780838,145.031235,11366,Alphington Station/Wingrove St,3078
292,brunswick east,-37.7669334,144.976761,11077,Bellvue St/Blyth St,3057
293,alphington,-37.77295,145.031357,11096,Bennett St/Separation St,3078
294,brunswick,-37.7658463,144.952789,11068,Brunswick Park/Victoria St,3056
295,brunswick,-37.7667542,144.960052,11069,Brunswick Railway Station/Victoria St,3056
296,brunswick,-37.7657852,144.965591,11072,Burchett St/Blyth St,3056
297,northcote,-37.7700653,145.005249,11086,Burt St/Separation St,3070
298,moonee ponds,-37.763073,144.930054,11061,Capulet St/Wilson St,3039
299,brunswick,-37.76617,144.9695,11074,Carnarvon St/Blyth St,3056
300,brunswick,-37.76589,144.952087,17014,Clifton Park/Victoria St,3056
301,brunswick,-37.7659645,144.967468,11073,Cooraminta St/Blyth St,3056
302,fairfield,-37.7752151,145.025742,11391,Darling St/Grange Rd,3078
303,northcote,-37.7702026,145.005981,11397,Derby St/Separation St,3070
304,moonee ponds,-37.7634125,144.93251,11062,Fanny St/Wilson St,3039
305,alphington,-37.77255,145.027145,11094,Fulham Rd/Separation St,3078
306,brunswick,-37.76617,144.95549,11407,Gardiner St/Victoria St,3056
307,fairfield,-37.7724152,145.026108,11093,Grange Rd/Separation St,3078
308,northcote,-37.7692032,144.998276,11084,High St/Arthurton Rd,3070
309,northcote,-37.7694,144.999176,11368,High St/Separation St,3070
310,moonee ponds,-37.76363,144.934586,11063,Juliet St/Wilson St,3039
311,brunswick east,-37.76653,144.9725,11075,Lygon St/Blyth St,3057
312,moonee ponds,-37.7627563,144.927612,11060,McPherson St/Wilson St,3039
313,brunswick west,-37.7648163,144.944229,11065,Melville Rd/Victoria St,3055
314,alphington,-37.7790947,145.026352,11392,Mercil Rd/Wingrove St,3078
315,northcote,-37.7675438,144.984879,11401,Merri Creek/125 Arthurton Rd,3070
316,moonee ponds,-37.7634125,144.933273,21631,Moonee Ponds PS/Wilson St,3039
317,moonee ponds,-37.7642059,144.92421,11058,Mt Alexander Rd/Kellaway Ave,3039
318,northcote,-37.7703323,145.007492,11087,Munro St/Separation St,3070
319,brunswick east,-37.76681,144.975449,11076,Myrtle St/Blyth St,3057
320,brunswick west,-37.7642746,144.939941,11064,Napperby St/Victoria St,3055
321,brunswick east,-37.7673149,144.980011,11078,Nicholson St/Blyth St,3057
322,northcote,-37.7696342,145.001,11398,Northcote Library/Separation St,3070
323,northcote,-37.7697334,145.002426,11085,Northcote Plaza SC/Separation St,3070
324,northcote,-37.7688,144.9947,11083,Northcote Station/Arthurton Rd,3070
325,alphington,-37.7753639,145.031967,11097,Parklands Ave/Yarana Rd,3078
326,moonee ponds,-37.7626,144.925812,11059,Pascoe Vale Rd/Wilson St,3039
327,brunswick west,-37.765564,144.949554,11067,Pearson St/Victoria St,3055
328,fairfield,-37.7722321,145.0243,11092,Perry St/Separation St,3078
329,brunswick,-37.7654762,144.94986,14353,Raeburn Reserve/Victoria St,3056
330,fairfield,-37.7715,145.017136,11144,Rathmines St/Separation St,3078
331,fairfield,-37.77347,145.026047,11367,Rayment St/Grange Rd,3078
332,brunswick east,-37.7673149,144.98262,11079,Roberts St/Blyth St,3057
333,alphington,-37.772686,145.028763,11095,Ross St/Separation St,3078
334,northcote,-37.7712135,145.015137,11089,Rubie Thomson Reserve/Separation St,3070
335,northcote,-37.76803,144.988663,11081,Shakespeare Gr/Arthurton Rd,3070
336,fairfield,-37.77186,145.021225,11091,Sparks Ave/Separation St,3078
337,northcote,-37.7685547,144.992828,11082,St Georges Rd/Arthurton Rd,3070
338,fairfield,-37.77164,145.018768,11090,Station St/Separation St,3078
339,brunswick,-37.7654724,144.962616,11071,Sydney Rd/Blyth St,3056
340,brunswick,-37.7669334,144.96167,11070,Sydney Rd/Victoria St,3056
341,moonee ponds,-37.76318,144.930374,27248,Thomas St/Wilson St,3039
342,northcote,-37.77077,145.0113,11088,Victoria Rd/Separation St,3070
343,northcote,-37.7703362,145.007111,11396,Whalley St/Separation St,3070
344,alphington,-37.7784,145.025253,11393,Wingrove St/Grange Rd,3078
345,northcote,-37.7677,144.986115,11080,Winifred St/Arthurton Rd,3070
346,thornbury,-37.75851,144.990433,24946,101 Normanby Ave,3071
347,thornbury,-37.75845,144.990463,13272,106 Normanby Ave,3071
348,coburg,-37.75614,144.9706,25812,Brunswick Private Hospital/Moreland Rd,3058
349,thornbury,-37.7592659,144.997528,24944,Clapham St/Normanby Ave,3071
350,coburg,-37.7539635,144.951935,25819,Clarendon St/Moreland Rd,3058
351,thornbury,-37.76067,145.0093,24941,Clarendon St/Wales St,3071
352,thornbury,-37.75782,144.985046,25808,Comas Gr/Normanby Ave,3071
353,brunswick west,-37.7538338,144.9502,24960,Cornwall St/Moreland Rd,3055
354,thornbury,-37.7641068,145.008881,24024,Darebin Rd/Wales St,3071
355,coburg,-37.75579,144.967361,25813,De Carle St/Moreland Rd,3058
356,essendon,-37.75588,144.91658,13521,Essendon Station/Russell St,3040
357,essendon,-37.7561378,144.92543,25832,Fletcher St/Loeman St,3040
358,fairfield,-37.76659,145.030273,14276,Ford Cres/Darebin Rd,3078
